"Title","Publisher","Editor","Publication Year","Publication Date","Volume/Issue Number","Frequency","Publication Dates","Front Page Headlines","Table of Contents ","Topical Subject","Geographical Subject","Local Genre","LC Classification","Coverage","Type","Original Item Medium","Original Item Size","Digital Format","Digitization Process","Language","Rights","Rights Statement","Rights Statement URL","Collection","Digital Publisher","Source","File Name"
"Richmond Music Journal (2000-12)","Gypsy Publishing","Matera, Mariane","2000","2000-12","v.8:no.2","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE FLORIDA RECOUNT MUSIC JOURNAL","Lyrics & Deep Thoughts 3 -- Gig Calendar 4 -- Who's Happening Poll 5 -- Letters 6-7 -- Fireballz 8 -- Used Carlotta, Gale McGeehee and the Nocturnes, Reverb Rockets, Wall-o-matics, Billy Ray Hatley and the Showdogs, Gary Werner, The Great American Music Ensemble, Rene Marie, The Seldom Scene 9 -- Beaver Traffic Jam, SuperBoot, Bob, Margolin 10 -- 1 Dollar Classifieds 11 -- Jim Westlyn's One Track Mind on Gary Shaver 12 -- The Human Element, Kim Litkenhaus, Carbon Leaf, Nickel Bridge, Mudcat Jones 13 -- End Note: Memories of March 1994 14","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.2, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n02.pdf"
"Richmond Music Journal (2001-01)","Gypsy Publishing","Matera, Mariane","2001","2001-01","v.8:no.3","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","DIRECT AND TO THE POINT REVIEWS OF LOCAL MUSIC","Lyrics and Deep Thoughts 3 -- Gig calendar 4 -- Who's Happening Poll 5 -- Letters 6 -- Pebble Greek Studio 7 -- Nectir, Drugstore Symphony, Pierced Seth, Circuit Riders, Jim Westlyn, Craig Wright, Bruce Miller, Skeeter Brandon and Highway 61 8 -- One Track Mind 9 -- Dollar Classifieds 11 -- Used Carlotta 12 -- Optic, Naughty Little Monkey, Bankshot, Misguided, Copper Sails 13 -- Club owners must repent! 14 ","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.3, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n03.pdf"
"Richmond Music Journal (2001-02)","Gypsy Publishing","Matera, Mariane","2001","2001-02","v.8:no.4","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE BUSH ADMINISTRATION MUSIC JOURNAL","Lyrics and Deep Thoughts 3 -- Gig Calendar 4 -- Who's Happening Poll 5 -- Letters, We've Got Some! 6 -- Another Pretty Face 8 -- Steppin' Stone, Deb Saidel Trio, Murfreesborio, Big Joe and the Dynaflows, Bobby Parker and the Blues Night Band 9 -- Jim Westlyn's One Track Mind 10 -- One Dollar Classifieds 11 -- Misguided, Bankshot, Peter and Chris Stanley, Flush, Circuit Rider 13 ","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.4, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n04.pdf"
"Richmond Music Journal (2001-03)","Gypsy Publishing","Matera, Mariane","2001","2001-03","v.8:no.5","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE DAYTONA 500 MUSIC JOURNAL","Lyrics and Deep Thoughts 3 -- Gig Calendar 4 -- Who's Happening 5 -- Letters 6 -- Metalsmith, Sly Sullivan Band, Jennifer Lauren, Mad Hats and Tokens, From Earth to Ashes, 15 Minutes of Shape, D'Lata Pocket, Presh-Us, Doubt Hat, Davey Guitar 8 -- Travis Elliot, The Nighthawks 9 -- Dollar Classifieds 11 -- Jim Westlyn's One Track Mind 12 - Terry Garland, Krell, Kat Brigs, Gary Gerloff Band, Cop;er Sails, Burnt Taters 13","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.5, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n05.pdf"
"Richmond Music Journal (2001-04)","Gypsy Publishing","Matera, Mariane","2001","2001-04","v.8:no.6","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Deep Thoughts 3 -- Gig calendar 4 -- Who's Happening 5 -- Letters 6 --Copper Sails 8 -- Rockin' Jake, Ultra Bait, Bloody Crackdown 10 -- 10 Seconds, Superbooth, Seth, Murphy's Kids, Bankshot, Joe Scott, Drew Routh 11 -- Dollar Classifieds 12 -- Terry Garland, Another Pretty Face, Denali, The Trouble with Larry 13","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.6, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n06.pdf"
"Richmond Music Journal (2001-05)","Gypsy Publishing","Matera, Mariane","2001","2001-05","v.8:no.7","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE HAY FEVER MUSIC JOURNAL","Deep Thoughts 3 -- Gig calendar 4 -- Who's Happening 4 -- Letters 6 -- Qeetus 8 -- Blue, Rumple Foreskin, Michael Hill's Blues Mob, Mark Hummell, Page Wilson,Jay Gillespie, Bare Naked Ladies 10 -- The Smithereens, Bio Ritmo, The Connells, Southern Horizon, Channel 43, Project Object 11 -- Another pretty Face, Cainrazers, GirLush Figure, Dear Diary 12 -- Denali, Kirk Rundstrom, Krell 13 -- One Dollar Classifieds 14 ","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.7, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n07.pdf"
"Richmond Music Journal (2001-06)","Gypsy Publishing","Matera, Mariane","2001","2001-06","v.8:no.8","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Lyrics and Deep Thoughts 3 -- Gig Calendar 4 -- Favorites & Hounds 5 -- Letters 6 -- Ultra Bait, The Alarm, Crucial Elements, George Thomas and Friends, Brian Doherty, Los 10 Space, Mary Katherine Severin, Jim Dudley and Chez Roue 8 -- Burnt Taters, Terry Garland, Spike, The Anonmoanon, The Comas, Tanakh, Maki, Carbon Leaf, Sataday Session, One Way, Agents of Good Roots 9 -- Jim Westlyn's ONe Track Mind 10 -- Dollar Classifieds 11 -- Channel 43, Kat Briggs, Spunn, Pierced 12 -- Kirk Rundstrom, GirLush Figure, Bankshot, Another Pretty Face, Lil Ronnie 13 -- April 1994, Hype-R Space 14","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.8, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n08.pdf"
"Richmond Music Journal (2001-07)","Gypsy Publishing","Matera, Mariane","2001","2001-07","v.8:no.9","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Bloody Crackdown, Burnt Taters, The Best Kind, Chris Vasi, Port Republic 8 -- Touch of Charm, Razor Posse, Sly Sullivan Band, Hogans Zeros, Kojak, Kyle Davis Band, GirLush Figure, Another Pretty Face, Bad Mama Jamas 9 -- Terry Garland, Ukulele Hipster Kings, Meanflower 12 -- Seth, Conshafter, Steppin' Blind, Lil Ronnie, Channel 43 13","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.9, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n09.pdf"
"Richmond Music Journal (2001-08)","Gypsy Publishing","Matera, Mariane","2001","2001-08","v.8:no.10","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Waking Hours, Rachel Nevadas, Chez Roue Orchette, Johnny Hott's Pietmont Sooprize, Dominic Carpin, U2, Terry Garland, Debo Dabney 8 -- Helel, Channel 43, Lamb of God, Meanflower, Meat Rocket, St. Diablo 9 -- Brooke Saunders, Smartbomb, Regan, Third Hand, Denali, Tom and Marty, David Lowery, Sparklehorse 10 -- Circuit Riders, Lil Ronnie 12 -- Conshafter, Cainrazors, GirLush Figure, Spunn 13","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.10, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n10.pdf"
"Richmond Music Journal (2001-09)","Gypsy Publishing","Matera, Mariane","2001","2001-09","v.8:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Lyrics and Deep Thoughts 3 -- Where the bands are 4 -- Who's happening poll 4 -- Letters and news 6 & 7 -- Red Angel Dragnet, Royce Campbell Gary Gerloff, Minus Men, Tequila Sound Recordings, Voodoo Fishermen, War Dogs, Qeetus 8 -- Pierced, Kirk Rundstrom, Page Wilson with Reckless Abandon, Plunky & Oneness 9 -- Jim Westlyn's One Track Mind 11 -- Sassy AStronauts, Pam McCarthy, Mistaken Identity, Steppin' Blind, Meanflower 13 -- The scene in June 1994 14","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n11.pdf"
"Richmond Music Journal (2001-10)","Gypsy Publishing","Matera, Mariane","2001","2001-10","v.8:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"Lyrics and Deep Thoughts 3 -- Gig calendar 4 -- Who's Happening poll 5 -- Dollar Classifieds 6 -- Letters 6 -- Anson Funderburgh, Lil Ronnie, Ann Rabson, Eddie Clearwater, Terry Garland, Mark Wenner, Emmylou Harris, The Go-Gos, Shawn Colvin 8 -- Johnny Houston and the Lengends, Iron Horse, Rhonda Vincent, Kim Litkenhaus, Halfbrother Sid, Helel, Bluz Catz, Burnt Taters 9 -- Griefbirds, Janet Martin Band, Gary Gerloff Band, Maia Banks, Helel 10","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n12.pdf"
